Date, Time, Temperature, Humidity 
2018-10-2,18:40:05.92542
2018-10-2,18:40:06.93174
2018-10-2,18:40:07.93757
2018-10-2,18:40:08.93924
2018-10-2,18:40:09.94486
2018-10-2,18:40:10.94998
2018-10-2,18:40:11.95217
2018-10-2,18:40:12.95983
2018-10-2,18:40:13.96209
2018-10-2,18:40:14.96540
2018-10-2,18:40:15.96700
