Date, Time, Temperature, Humidity 
2018-10-2,15:00:38.94100
2018-10-2,15:00:39.94648
2018-10-2,15:00:40.95136
2018-10-2,15:00:41.95187
2018-10-2,15:00:42.95501
2018-10-2,15:00:43.95568
2018-10-2,15:00:44.96077
2018-10-2,15:00:45.96427
2018-10-2,15:00:46.96987
2018-10-2,15:00:47.97249
2018-10-2,15:00:48.97497
